income,family_size,previous_claims,benefits_received,loan_default,property_owned,age,aadhar_linked_accounts,phone_linked_accounts,rural_flag,location_changes,application_frequency,same_bank_accounts,ip_application_count
23083,4,3,2,1,0,18,1,2,0,0,3,0,5
105076,2,8,1,1,1,61,3,2,0,1,6,0,2
39160,3,1,1,1,1,20,2,1,0,0,2,1,1
15000,5,3,2,1,0,29,2,1,0,0,2,1,3
30579,2,0,0,1,0,26,2,2,1,1,1,2,3
111929,6,0,0,1,0,44,1,3,0,1,1,3,1
19475,3,0,0,0,1,21,2,2,0,0,1,0,2
40620,3,1,1,1,1,47,2,1,0,0,7,1,8
54490,4,2,2,1,0,41,2,4,0,0,6,1,4
25624,1,1,1,1,0,38,2,1,1,1,4,0,5
43226,3,5,5,0,1,43,2,1,0,0,3,0,0
15000,2,0,0,1,0,54,2,3,0,1,7,0,4
136032,2,1,1,0,2,50,3,2,0,1,1,1,2
112810,5,1,1,1,0,29,2,2,0,3,4,1,4
300000,5,0,0,0,0,20,1,1,1,0,1,0,0
43716,3,2,1,1,1,30,1,1,0,1,3,2,1
180210,5,0,0,0,0,41,4,1,0,1,4,1,1
56703,2,6,5,1,1,54,1,2,0,3,6,0,5
161856,3,5,1,1,2,40,2,2,0,3,6,0,8
45683,5,2,2,0,1,53,1,4,0,1,2,0,0
68601,4,0,0,0,1,32,2,2,0,0,3,3,1
41977,5,1,1,0,0,24,3,2,0,1,0,1,1
15104,2,4,4,0,0,39,1,1,1,3,0,0,3
17079,4,3,1,1,2,41,1,2,0,2,6,2,6
43093,6,0,0,0,1,37,1,3,1,2,0,0,2
63551,3,1,1,0,0,44,1,2,0,0,1,0,0
60014,4,0,0,0,0,32,3,2,0,0,1,1,0
93788,8,0,0,0,0,27,1,1,0,0,1,2,1
15000,5,0,0,1,0,51,2,2,1,1,3,2,2
60265,3,3,1,0,0,23,3,2,1,1,0,2,0
242298,3,1,1,0,0,26,2,2,0,0,1,0,0
108671,7,0,0,0,0,55,2,2,1,1,1,0,1
26812,4,1,1,1,0,50,4,1,0,0,2,2,2
28539,4,2,2,1,1,43,1,1,0,2,4,1,4
25254,2,0,0,0,0,21,4,3,0,0,2,0,1
15000,1,1,1,1,0,37,2,3,0,0,4,0,3
22311,1,2,2,0,0,36,4,1,0,0,1,2,1
51825,7,2,1,1,0,35,2,1,0,0,2,2,4
26302,5,0,0,0,0,33,2,2,0,0,1,0,2
28236,5,1,1,1,0,40,2,1,0,1,2,1,5
56701,5,0,0,1,1,43,2,4,1,3,4,2,7
59858,1,5,2,1,0,34,1,1,0,2,2,0,3
15004,2,0,0,1,0,29,1,1,0,0,4,2,6
108193,3,0,0,0,0,19,1,2,1,0,2,1,0
15000,4,1,1,1,0,18,1,1,0,2,5,0,7
25133,5,1,1,0,0,33,2,3,0,0,2,1,2
119095,3,0,0,0,0,44,2,1,0,0,4,1,0
37027,2,0,0,0,0,35,1,1,0,0,2,1,0
106928,1,0,0,0,1,45,2,2,0,1,0,2,1
18622,3,0,0,0,0,43,2,1,0,0,0,0,0
15253,5,0,0,0,0,18,2,1,1,1,2,0,2
55521,7,3,2,0,0,40,4,1,0,1,1,0,0
15000,3,1,1,1,0,32,3,2,0,1,4,0,5
67825,2,4,1,1,1,41,3,2,1,2,3,0,8
42277,3,0,0,1,0,46,1,1,0,1,2,0,2
15000,4,4,4,1,0,25,2,3,0,2,6,3,6
21207,3,1,1,0,0,42,2,2,0,1,1,1,0
48321,8,0,0,0,0,49,1,2,0,0,2,1,0
15000,4,0,0,0,0,26,3,3,0,0,0,1,2
35564,5,1,1,1,0,46,1,2,1,2,3,1,8
32287,2,1,1,1,1,45,2,3,0,2,2,0,2
17052,5,5,4,0,0,56,2,1,0,2,0,1,0
34469,5,5,4,1,0,21,1,2,1,2,6,1,3
30652,2,4,2,1,1,43,1,1,0,5,6,0,6
25080,1,1,1,0,0,29,2,1,1,1,2,0,1
18427,3,1,1,0,0,24,2,1,0,0,1,2,2
43602,5,0,0,0,1,32,2,2,0,1,2,1,2
39029,4,1,1,1,0,39,1,1,0,1,3,0,10
34102,3,1,1,0,0,50,2,2,1,0,2,0,3
21228,4,2,1,0,0,33,3,2,0,1,2,0,2
113845,3,0,0,0,1,18,2,1,0,0,0,1,0
162776,5,0,0,0,0,28,2,1,1,0,0,0,0
136489,9,2,2,0,0,32,3,1,0,0,3,0,0
15000,2,0,0,0,0,33,1,1,0,1,1,2,2
34800,3,2,1,1,0,38,1,1,0,2,3,0,4
56920,6,2,1,1,1,49,1,2,0,0,6,0,4
42284,3,3,2,1,0,45,1,2,1,1,5,3,8
50467,4,1,1,0,0,40,3,3,0,1,2,1,0
136669,3,0,0,0,0,23,3,1,1,2,0,3,2
103539,2,1,1,0,0,39,1,2,0,1,1,2,0
45405,3,0,0,0,0,40,2,4,0,0,0,1,2
51479,5,2,2,1,0,54,2,3,0,1,2,0,5
221473,6,1,1,0,1,21,1,1,0,0,1,0,4
22556,6,0,0,0,1,54,1,4,1,1,1,0,2
83886,2,1,1,1,1,34,1,1,0,2,3,1,6
20387,4,6,2,1,0,51,3,1,0,2,5,2,6
19701,3,0,0,0,1,33,1,3,0,0,0,1,4
15000,4,2,2,1,0,22,2,1,0,1,4,0,7
17570,5,0,0,1,0,18,1,1,1,0,3,1,3
30637,5,2,1,1,0,40,2,1,0,2,6,2,10
52233,6,5,1,0,0,52,2,3,0,0,6,1,2
48065,3,2,1,1,0,18,2,3,0,0,5,0,2
15077,3,1,1,0,1,56,2,1,0,0,0,2,0
30391,6,1,1,1,0,45,2,1,1,1,2,0,6
46696,5,1,1,1,1,64,4,2,1,0,2,0,7
123912,3,2,1,0,1,20,2,2,0,1,4,0,1
15000,4,7,4,1,1,52,2,2,0,5,6,2,6
20006,4,3,2,0,1,36,2,3,0,1,0,0,2
32021,3,2,1,0,1,36,1,1,0,2,2,1,2
65872,4,2,1,1,0,40,2,1,1,4,4,0,4
55470,2,1,1,0,1,57,2,1,0,1,2,0,1
27522,4,1,1,1,0,60,2,1,0,1,3,1,3
15000,2,1,1,0,0,46,2,3,0,0,2,1,1
44097,3,2,1,0,0,46,1,1,1,1,2,0,2
38986,3,2,1,0,1,38,4,4,1,1,0,2,1
15000,4,1,1,1,0,34,1,1,0,1,4,2,7
42109,4,2,2,0,1,47,4,2,0,1,2,0,1
19098,5,0,0,0,0,41,3,1,0,1,2,1,1
63859,9,2,1,1,0,50,1,1,1,2,2,1,4
32189,2,2,2,0,1,44,2,1,0,1,2,1,2
83237,6,4,4,1,0,56,1,2,0,1,4,0,6
45861,3,0,0,1,1,34,1,3,0,1,3,0,2
37928,2,0,0,0,0,65,1,2,0,0,3,1,1
41352,4,1,1,1,1,55,1,3,0,2,8,2,4
38200,4,2,2,1,0,46,3,1,0,1,4,1,3
21149,10,1,1,0,1,38,1,3,0,0,0,0,1
39991,8,2,1,0,1,23,1,1,1,2,2,2,3
31635,3,4,4,0,0,34,2,2,0,2,2,0,2
28829,6,1,1,0,0,47,2,2,0,1,3,2,3
75923,8,0,0,1,1,42,2,2,0,4,1,0,10
60699,2,3,2,1,0,61,2,1,0,2,5,2,5
61492,3,3,1,0,0,58,1,1,0,0,4,1,4
33607,6,3,1,0,0,34,5,3,0,2,5,0,1
60977,5,1,1,0,1,45,2,1,1,0,5,1,2
70405,3,1,1,0,1,55,2,1,1,0,4,0,1
134640,1,2,2,1,0,61,3,1,0,2,3,0,2
17172,6,2,1,0,0,42,4,1,0,0,3,3,2
224941,7,2,1,1,1,23,2,3,1,0,3,1,2
21111,4,2,1,0,0,37,3,1,0,1,1,1,0
15000,8,1,1,1,0,35,2,1,1,1,8,2,4
46925,2,1,1,0,0,19,3,1,0,2,1,0,2
300000,6,1,1,0,0,48,3,4,0,0,2,1,0
15360,8,0,0,1,0,27,1,2,1,1,2,1,5
96607,3,4,4,0,0,27,2,2,1,1,4,2,1
57212,8,3,3,1,0,32,2,1,0,1,6,0,4
16457,6,2,1,1,0,41,1,3,0,1,0,0,4
122182,8,4,2,0,0,46,3,2,0,3,1,3,1
20645,4,0,0,0,1,33,1,2,0,0,0,0,1
21479,4,1,1,1,0,18,1,1,0,3,3,0,7
80558,5,1,1,1,1,26,3,2,1,0,1,1,4
23588,6,0,0,0,0,33,1,2,0,0,3,0,2
15000,5,1,1,1,0,41,2,1,0,4,4,1,3
64999,4,2,2,0,0,18,4,4,1,1,5,0,2
157844,5,3,1,1,0,31,3,3,0,1,6,2,3
30374,4,1,1,0,2,36,2,4,1,0,2,0,2
15000,3,0,0,0,1,55,2,1,0,1,0,1,1
41116,3,0,0,0,0,46,1,2,1,0,1,0,3
15000,5,0,0,0,0,64,1,1,0,0,2,1,1
61035,3,1,1,1,1,43,2,1,0,1,4,0,4
15000,4,2,1,0,0,40,1,1,0,2,3,0,2
24356,3,3,1,1,1,42,3,1,0,3,2,1,5
36911,3,0,0,0,0,27,2,1,0,0,0,0,0
15000,2,0,0,1,0,44,3,2,1,2,0,0,6
22789,3,0,0,0,0,42,2,1,0,0,0,1,0
23321,3,2,2,0,1,51,2,1,1,1,1,0,1
105824,1,0,0,0,0,42,2,2,1,1,2,0,0
31997,2,8,2,1,0,46,1,1,0,2,4,1,7
59899,7,2,1,0,0,34,3,4,0,0,2,1,0
109327,5,4,2,0,2,47,1,1,1,0,4,2,0
44895,5,0,0,0,0,41,1,1,0,1,0,0,2
194946,5,1,1,0,0,47,1,2,0,0,0,0,0
66928,2,1,1,0,0,52,2,1,0,1,2,0,2
47149,3,1,1,1,0,21,3,3,1,2,5,0,3
145709,4,0,0,0,1,54,2,1,0,0,1,0,2
51083,2,4,1,0,0,34,4,2,0,1,3,0,3
42068,3,2,1,0,0,29,1,1,1,1,3,3,1
26757,4,1,1,0,0,60,2,1,0,0,0,0,1
25036,3,1,1,1,0,51,3,1,0,1,2,0,5
62331,6,1,1,0,0,31,5,2,0,0,0,1,1
35345,3,1,1,0,1,34,3,2,0,0,1,0,2
65506,10,4,1,1,0,21,1,1,0,1,9,2,3
47626,4,0,0,1,0,45,2,3,1,1,5,0,3
25740,6,6,4,1,2,27,1,1,0,1,4,0,5
29254,3,1,1,1,0,33,1,2,0,1,3,1,5
135480,5,3,3,0,0,28,1,1,0,0,2,3,0
15220,3,1,1,1,0,42,3,2,0,2,3,1,10
29253,3,2,2,0,0,33,2,1,1,0,0,0,0
55843,3,2,2,1,0,24,2,3,0,1,5,1,5
26470,3,1,1,1,1,23,1,2,0,0,1,3,4
34976,4,2,1,0,1,33,2,2,1,0,1,0,2
87300,3,1,1,1,0,36,3,1,1,1,2,2,9
31516,5,0,0,0,0,57,1,3,1,2,0,0,2
29945,6,0,0,1,0,46,2,1,1,3,2,0,7
108119,5,0,0,0,1,37,2,2,0,3,1,0,3
33828,7,0,0,1,0,25,1,1,0,1,1,1,1
45246,3,0,0,1,0,26,1,3,1,0,2,3,5
15000,2,2,2,1,0,30,2,1,0,0,3,1,2
44122,5,3,2,0,0,25,1,1,0,1,2,2,2
23276,2,2,2,1,0,46,2,2,0,1,7,1,6
26895,3,2,1,0,0,69,1,1,1,2,1,2,4
28141,8,0,0,0,0,42,2,1,0,0,1,1,3
106606,3,0,0,1,0,38,2,1,0,1,1,0,1
25477,6,1,1,1,0,54,1,1,0,1,3,0,6
20303,5,0,0,0,0,28,1,3,1,0,0,1,1
27618,4,1,1,1,1,34,3,1,1,2,4,3,7
64235,2,2,1,1,1,52,1,1,0,1,4,1,5
31609,4,0,0,0,0,42,1,2,1,0,1,0,0
90270,4,2,1,1,0,42,2,1,0,0,7,1,8
37446,3,0,0,0,0,42,1,3,0,0,1,0,2
54881,3,0,0,0,0,28,2,2,0,0,1,0,0
68428,3,0,0,1,0,43,4,1,1,1,3,1,7
43263,4,0,0,0,1,35,1,1,0,2,0,0,1
34475,1,0,0,0,0,38,1,2,0,0,1,2,1
62996,6,1,1,1,0,42,4,3,1,3,4,1,6
15000,2,3,3,0,0,49,5,1,0,1,6,2,2
44623,5,6,1,1,0,27,1,3,0,3,3,0,5
98607,5,1,1,0,0,30,5,1,0,0,1,1,1
15000,4,4,4,1,0,28,2,2,0,2,6,0,4
22272,4,1,1,0,0,45,3,1,1,0,2,1,1
76111,5,1,1,1,0,49,2,1,0,1,5,2,3
29539,4,7,5,1,0,18,1,3,1,2,9,0,5
29651,8,0,0,1,1,53,2,3,0,1,4,1,3
15000,3,0,0,0,1,45,3,2,0,0,1,1,0
101825,4,2,2,0,1,41,1,2,1,0,2,2,1
134607,7,1,1,0,1,40,1,4,1,0,2,2,1
39277,5,5,5,1,1,38,2,1,0,3,6,0,9
18653,8,3,2,1,0,52,2,1,0,4,5,0,6
47264,4,2,2,0,0,37,1,1,0,1,2,1,2
15000,4,0,0,1,0,50,1,1,0,0,3,1,3
29728,2,0,0,0,0,48,1,3,0,0,1,2,2
41163,3,0,0,0,1,22,3,2,0,0,2,0,0
39465,4,0,0,0,0,47,1,1,0,1,1,1,2
15000,6,0,0,0,0,37,3,3,0,1,1,0,0
43256,2,2,1,0,0,27,4,1,0,4,1,0,2
50808,8,6,5,1,0,35,1,4,1,2,1,1,10
85252,6,1,1,0,0,38,1,1,0,0,2,0,0
37447,3,3,3,0,0,51,1,3,1,1,1,1,2
30465,2,3,1,0,0,47,1,1,1,0,1,2,0
157333,4,1,1,0,0,53,5,1,0,1,0,1,4
15000,5,3,1,1,0,18,4,1,0,0,4,2,4
15000,4,5,1,1,1,36,2,2,0,0,10,0,6
44518,5,5,2,1,0,26,2,1,0,4,10,0,7
16513,4,0,0,0,0,51,4,2,0,2,2,1,1
15000,3,1,1,1,0,54,2,1,0,3,1,0,8
92109,3,3,2,1,0,46,3,2,0,2,4,0,9
111916,3,4,3,0,0,32,1,2,0,2,0,2,2
21244,4,2,1,0,0,33,1,2,0,0,1,0,2
28146,3,1,1,0,2,40,3,2,1,1,3,2,3
23840,4,1,1,0,0,41,4,1,1,0,2,1,0
77691,1,2,2,0,0,47,1,1,0,1,1,0,0
82654,4,2,2,0,0,18,2,3,1,1,4,1,1
15000,2,3,3,1,0,37,1,1,0,1,8,1,1
32736,3,1,1,0,0,37,2,2,0,0,1,1,0
18554,1,0,0,0,1,42,2,2,1,1,1,0,5
27681,6,1,1,0,0,51,3,3,0,0,2,0,0
50383,7,1,1,1,0,54,2,3,0,0,4,0,2
56835,5,1,1,1,1,54,3,2,1,0,5,0,3
49311,6,0,0,0,0,31,1,2,0,2,1,1,5
78839,1,1,1,1,0,34,1,1,0,3,4,0,5
20625,5,2,1,0,1,57,2,2,0,3,1,3,4
52499,4,0,0,1,0,31,1,3,0,2,6,1,7
38661,5,2,1,1,1,45,5,3,0,1,0,1,2
113206,5,1,1,0,0,36,3,1,1,2,1,1,0
70401,6,0,0,0,0,55,1,2,0,1,0,1,0
111567,7,2,2,1,0,19,1,1,0,2,3,1,3
101876,3,6,5,0,0,46,2,1,0,0,4,3,1
18892,7,1,1,1,0,43,1,1,0,0,6,0,5
15000,3,1,1,1,0,31,2,1,1,0,3,0,8
16571,5,1,1,0,0,42,1,1,0,1,1,2,1
26500,4,0,0,1,0,33,2,2,1,1,2,0,7
60098,3,1,1,0,0,48,3,1,1,1,2,3,0
35310,4,1,1,1,2,46,2,2,1,1,3,0,5
15000,7,2,1,0,0,59,3,1,0,2,4,1,1
15000,3,0,0,0,0,40,4,2,0,0,1,0,1
43188,2,1,1,0,1,48,1,1,0,1,0,1,2
48334,2,1,1,1,0,34,1,2,0,1,2,2,2
71826,5,0,0,0,0,18,2,1,0,0,0,3,0
23037,5,7,5,1,0,36,3,1,1,1,6,0,2
37665,3,4,2,0,0,49,1,1,0,1,3,0,3
26365,5,0,0,1,0,41,3,3,0,1,3,1,4
15000,3,1,1,1,0,48,2,3,1,1,3,1,9
15000,6,2,1,0,0,21,4,3,0,2,1,0,1
62282,9,0,0,0,0,20,1,1,1,1,0,0,0
100457,4,1,1,0,0,35,1,1,0,1,0,2,3
41302,3,1,1,0,0,41,2,3,0,0,2,1,2
29759,3,1,1,0,0,39,2,1,1,1,0,1,1
131657,5,0,0,0,0,43,1,2,0,3,1,1,1
15000,2,5,4,1,0,34,4,1,0,3,7,2,3
44732,4,2,1,1,0,28,2,1,0,2,7,0,3
15000,2,2,1,0,0,32,3,3,0,0,0,1,0
82931,4,0,0,0,0,42,1,1,0,0,2,0,2
28734,4,4,4,0,2,49,1,2,0,2,4,0,2
32471,6,3,2,0,0,46,4,1,0,0,5,1,1
32210,4,0,0,0,0,34,1,3,0,0,0,3,1
15000,4,2,2,0,0,43,4,1,0,0,5,0,2
15000,5,3,1,0,0,29,1,1,0,0,0,1,0
53004,5,2,2,1,0,47,1,2,1,3,7,0,6
15000,3,0,0,1,0,70,2,2,0,0,6,0,1
15000,5,0,0,0,0,61,1,1,0,0,2,0,1
109855,4,5,5,1,2,38,2,2,0,2,8,0,3
15000,3,4,4,0,1,38,2,2,0,0,3,1,1
68976,5,2,2,1,0,47,4,1,1,0,3,2,2
48066,3,2,1,0,0,53,1,2,1,0,4,1,5
15000,5,5,3,1,1,18,1,1,0,3,9,1,8
69225,3,2,2,1,0,36,1,1,0,0,7,1,0
30891,6,4,3,1,1,38,2,1,0,1,4,0,7
19278,2,2,2,1,0,41,1,1,0,1,4,1,2
34115,4,9,1,1,1,30,2,1,1,4,4,1,3
16442,3,2,2,1,0,25,2,1,0,3,4,1,2
32687,3,1,1,1,0,49,1,1,0,0,7,1,5
81694,8,0,0,1,0,54,2,1,0,0,3,0,6
27155,4,0,0,0,0,43,5,1,0,0,0,1,0
20977,3,0,0,0,0,49,2,1,0,0,1,1,1
51038,5,3,1,0,0,23,1,1,0,2,1,0,4
42065,5,3,3,1,0,40,1,3,0,1,9,0,3
15297,3,2,2,0,0,57,4,1,0,3,1,0,3
23694,3,2,1,0,0,22,1,2,1,1,2,2,0
30764,4,4,4,1,0,36,1,3,0,2,4,0,3
150622,2,1,1,1,0,23,1,1,0,2,3,0,5
66637,6,0,0,0,0,25,2,1,1,1,0,1,2
103503,3,3,3,1,1,61,3,4,0,2,8,3,3
69882,2,1,1,1,3,40,1,1,0,2,3,3,2
48020,2,4,2,1,0,30,2,2,1,2,2,1,7
36479,8,3,1,0,0,31,1,2,0,4,3,1,1
15000,4,1,1,1,0,61,1,1,0,0,2,0,3
136980,4,0,0,1,0,44,5,3,0,1,3,0,5
26209,4,3,2,0,0,29,1,1,0,0,1,3,0
20286,9,0,0,0,0,56,2,2,0,0,2,2,1
76638,3,0,0,0,0,30,3,1,0,0,0,1,1
15000,5,4,4,1,0,25,2,2,0,2,4,0,8
41319,4,3,3,1,0,26,1,4,0,2,3,1,5
21870,7,2,2,0,0,25,2,1,1,1,1,1,1
17186,4,2,2,0,1,31,3,1,0,0,0,3,1
36097,5,1,1,0,0,35,1,2,1,0,1,1,2
60301,4,0,0,0,0,39,4,2,1,0,2,1,0
179771,4,5,4,1,1,29,2,1,0,2,5,0,8
23210,8,0,0,1,0,34,3,2,0,1,0,0,6
18653,6,4,4,0,0,18,1,3,1,4,3,0,2
61852,4,0,0,1,0,21,2,4,0,1,3,2,4
44626,4,1,1,1,0,37,1,3,0,0,4,1,1
35243,4,2,2,0,1,48,1,1,0,2,1,1,1
32867,2,2,1,1,0,30,2,2,1,2,3,1,5
41031,3,4,3,1,1,35,2,1,0,2,9,0,7
66333,6,3,2,1,0,42,3,3,0,2,3,1,6
43782,2,4,2,0,0,31,2,3,0,1,2,0,1
15000,6,2,1,0,2,62,2,1,1,0,1,1,0
58353,3,0,0,0,0,25,3,1,1,1,1,1,0
25276,3,0,0,0,0,41,2,1,1,0,2,2,0
18349,2,4,1,0,0,39,3,3,0,2,1,3,1
24905,3,0,0,0,1,44,2,1,1,0,0,0,0
40076,1,0,0,0,0,45,1,1,1,2,2,1,1
45822,3,3,3,1,1,43,5,2,0,1,6,1,1
15000,4,0,0,1,0,18,3,1,1,0,5,0,3
43697,4,0,0,1,0,30,1,1,1,2,3,1,4
221734,2,5,1,1,1,27,2,1,0,1,9,0,4
170485,4,0,0,1,0,33,3,1,1,0,1,1,6
50521,3,3,3,0,0,45,4,1,1,1,4,2,1
300000,4,2,1,0,1,46,1,1,0,2,3,1,2
103530,3,2,1,1,2,33,1,3,0,3,5,1,3
18851,3,2,1,1,0,48,2,3,0,1,5,1,5
34738,7,2,1,0,0,46,2,4,1,1,1,1,0
34759,4,0,0,0,0,30,3,2,0,0,0,3,1
41085,3,0,0,0,0,34,2,1,1,1,0,1,0
154508,4,1,1,0,0,35,1,4,0,1,0,1,2
116739,3,2,1,0,1,28,1,1,0,2,0,0,3
93880,6,1,1,1,0,33,2,3,0,0,2,0,4
36538,6,5,1,1,0,34,2,1,0,2,4,1,9
168110,3,0,0,0,0,46,2,3,1,0,0,2,1
15000,7,3,3,0,0,30,1,2,1,1,1,0,0
55115,6,0,0,0,0,44,1,2,1,1,1,2,2
16008,6,0,0,1,1,29,2,1,0,1,9,1,2
91862,5,3,2,1,0,38,4,1,1,2,6,0,5
93201,7,0,0,0,1,54,3,1,0,1,1,1,2
46926,7,0,0,0,0,35,3,2,0,3,0,1,1
59010,3,3,2,1,1,41,1,4,0,3,3,1,7
15000,3,0,0,0,0,18,2,1,0,0,0,1,2
45223,3,3,3,1,0,25,2,1,0,0,7,0,2
25779,4,1,1,1,1,18,3,3,0,0,6,1,3
45921,1,2,2,1,0,61,1,1,0,1,1,0,6
99877,5,2,2,1,0,18,2,1,0,2,4,2,6
45697,5,0,0,1,0,22,1,2,1,5,3,0,5
30537,5,1,1,0,0,56,1,2,0,0,1,0,0
34090,4,2,2,0,0,46,3,2,0,0,2,0,0
34631,2,0,0,0,0,36,2,2,0,0,2,0,0
44835,2,1,1,1,0,27,1,1,0,1,6,0,2
29450,3,0,0,1,0,29,1,3,0,2,4,0,5
16875,2,1,1,1,1,45,2,2,0,0,2,2,4
84835,6,2,1,0,0,18,3,4,0,1,3,3,0
50247,4,0,0,0,1,35,2,1,0,3,1,0,1
15523,5,5,5,1,0,59,3,1,0,3,6,1,5
72122,8,0,0,0,0,54,1,1,0,0,1,0,0
15000,4,1,1,1,0,44,2,2,0,3,3,0,0
49004,5,5,4,0,0,37,1,3,0,1,3,3,1
52505,5,3,1,0,0,18,1,3,0,2,2,1,3
15000,4,5,2,1,0,40,2,2,0,2,4,2,6
38548,3,2,1,0,0,37,3,1,1,2,0,1,2
30053,3,1,1,1,0,32,1,1,0,1,2,1,2
48956,2,2,2,0,0,29,2,2,0,0,0,3,3
16175,6,2,2,0,0,33,2,2,0,0,4,1,2
70556,6,3,2,1,1,48,2,3,1,3,8,0,5
43117,3,2,1,1,0,19,3,3,1,2,3,0,2
97944,3,0,0,0,0,30,3,2,0,0,2,0,0
15000,7,0,0,1,0,27,2,3,1,1,3,2,3
61400,3,0,0,1,0,35,2,1,1,0,4,0,3
48783,4,1,1,1,1,26,2,2,0,0,2,0,5
42473,1,2,1,0,0,36,2,1,0,1,2,0,1
27566,6,4,4,1,0,31,1,3,0,2,2,1,4
43632,5,1,1,0,0,41,2,1,0,1,0,0,0
55813,7,0,0,0,1,44,1,1,0,0,1,3,2
148512,3,5,1,0,0,49,5,1,0,1,6,1,1
31335,6,6,2,0,0,30,2,4,0,2,6,2,2
51999,3,1,1,1,0,36,2,1,1,1,1,0,4
16178,8,1,1,0,0,35,1,2,1,0,0,0,2
30395,2,6,4,0,0,24,3,1,0,1,2,1,2
26690,5,0,0,0,2,42,1,2,0,0,0,3,2
53344,3,0,0,0,0,35,1,2,0,0,0,1,3
19764,7,4,3,1,0,66,5,1,0,2,7,0,4
227658,2,1,1,0,0,52,2,3,0,1,1,0,1
39058,6,4,4,1,1,52,5,1,0,2,5,1,7
23630,6,5,5,0,0,32,2,1,0,1,2,1,2
32481,2,3,3,1,0,42,1,2,0,0,5,0,4
15000,4,0,0,0,0,50,1,4,0,0,1,2,0
107354,7,4,2,0,0,48,4,1,0,0,1,0,0
18364,5,3,2,1,1,68,2,2,1,2,2,0,3
30424,7,1,1,1,0,60,2,2,0,2,3,2,5
81707,6,2,1,1,1,41,2,3,0,4,6,0,5
37505,9,0,0,0,0,38,3,2,1,1,0,2,1
41312,5,1,1,1,0,62,4,2,0,2,7,0,5
15000,2,2,1,1,1,33,2,1,0,1,8,0,8
15000,3,3,3,1,0,43,1,1,1,2,5,0,6
26974,4,0,0,0,0,37,2,2,0,0,2,3,1
36762,4,2,2,0,0,46,3,1,1,2,3,3,1
85935,4,0,0,0,0,30,1,1,1,0,0,1,0
15472,3,0,0,0,0,21,1,3,0,0,1,1,2
34212,5,4,2,1,0,50,2,2,0,1,2,2,1
15000,1,3,3,0,0,24,1,2,0,0,3,1,2
27472,5,1,1,0,1,39,2,1,0,0,3,2,1
57777,5,0,0,0,1,21,1,2,0,1,0,1,0
23391,6,1,1,0,0,29,1,1,0,0,1,0,1
22780,5,1,1,1,1,41,1,2,0,1,2,1,6
33399,4,1,1,0,0,31,1,1,0,0,3,2,0
32862,3,2,1,1,0,57,1,1,0,1,6,0,6
105566,3,3,1,0,0,31,2,2,0,2,3,1,1
51499,4,0,0,0,0,41,1,3,0,0,3,1,0
33624,4,0,0,0,0,23,1,2,0,0,1,1,0
15000,3,3,1,1,0,26,1,2,0,1,7,0,3
104386,4,3,2,0,0,24,3,3,1,2,2,0,0
15760,6,0,0,1,1,37,2,2,0,0,4,1,3
131400,4,1,1,0,1,34,1,1,1,1,2,0,0
15000,2,0,0,0,0,41,1,2,0,0,0,3,1
67155,2,1,1,0,0,18,1,1,1,1,2,0,3
35133,5,0,0,1,0,52,3,2,1,0,2,2,6
31583,2,0,0,0,0,19,2,1,0,2,1,2,1
21426,3,3,3,0,0,42,2,2,0,1,3,1,1
43960,9,1,1,1,0,42,4,3,0,0,1,0,8
77977,2,1,1,1,1,42,3,2,0,1,1,0,8
67256,1,0,0,0,0,44,1,1,1,1,0,0,1
47208,5,1,1,1,0,53,1,1,1,2,5,2,5
134527,4,0,0,0,0,46,2,1,0,1,2,2,1
181516,6,0,0,0,1,33,1,1,0,0,1,0,1
23128,2,0,0,1,0,18,2,3,0,2,4,0,5
31344,5,4,4,1,0,50,1,2,1,2,10,0,0
21617,3,1,1,1,0,42,3,1,0,3,1,0,6
40040,3,0,0,0,0,49,2,2,0,1,1,2,0
15000,5,1,1,1,1,38,2,1,0,0,1,0,3
65215,3,0,0,0,0,58,2,2,1,0,2,2,0
43885,5,1,1,0,0,51,1,1,0,0,2,1,0
43413,4,0,0,0,0,22,2,3,0,1,1,2,1
36866,4,0,0,0,0,33,2,2,1,0,0,0,1
35607,5,0,0,0,0,19,1,2,1,1,2,3,4
70217,2,0,0,0,1,41,1,2,0,1,0,1,1
18439,2,0,0,0,0,41,4,1,0,0,0,1,1
43997,4,0,0,0,0,52,2,2,1,0,1,1,0
15000,8,2,1,0,0,41,2,1,0,1,3,1,0
24426,4,6,6,1,0,40,3,2,1,2,5,0,5
57907,3,1,1,0,0,32,2,2,1,0,2,0,0
37901,2,5,4,0,1,37,1,3,0,0,0,1,1
15000,4,0,0,0,0,44,2,2,0,0,1,1,3
28739,3,0,0,1,0,37,1,1,1,3,1,0,9
17271,4,1,1,1,0,51,1,2,0,2,1,0,3
76440,4,2,1,0,0,51,2,2,0,1,2,1,0
31107,2,0,0,1,1,49,1,2,0,2,1,0,9
33342,5,1,1,1,0,44,2,3,0,1,2,2,6
30902,1,1,1,0,0,44,4,2,0,0,1,2,0
93656,4,2,1,0,0,23,2,1,0,1,4,1,4
77196,3,5,2,1,1,36,1,1,0,1,4,0,3
47729,4,5,3,0,1,53,1,3,0,0,3,3,1
36873,3,3,1,0,1,33,4,1,1,2,5,0,5
47575,7,5,3,1,0,48,3,1,1,1,4,0,6
