income,employment_status,family_size,education_level,health_condition,housing_type,disaster_risk
77689,unemployed,5,graduate,0,temporary,medium
51750,informal,9,secondary,1,homeless,medium
85596,employed,3,secondary,0,homeless,medium
374783,informal,2,graduate,0,rented,high
266329,self_employed,2,secondary,0,permanent,medium
57819,informal,6,none,1,permanent,high
66724,employed,6,postgraduate,1,permanent,medium
457770,employed,4,graduate,1,permanent,low
146743,unemployed,5,primary,0,homeless,high
51709,employed,6,primary,1,temporary,high
18973,informal,10,primary,1,rented,medium
43881,self_employed,5,secondary,0,homeless,medium
9171,informal,9,none,1,rented,high
309091,self_employed,5,graduate,1,rented,high
76721,employed,4,secondary,1,homeless,high
36000,unemployed,6,secondary,1,temporary,low
56636,employed,3,graduate,1,rented,high
10192,employed,8,primary,0,rented,low
85574,unemployed,5,graduate,0,homeless,medium
9235,self_employed,7,primary,0,temporary,low
33387,self_employed,6,secondary,1,permanent,medium
77747,unemployed,4,secondary,1,rented,low
78089,informal,4,graduate,1,temporary,medium
129645,unemployed,6,secondary,0,rented,medium
47014,unemployed,7,secondary,0,temporary,medium
76478,informal,6,secondary,0,temporary,medium
125772,self_employed,7,secondary,0,rented,high
105793,self_employed,4,graduate,0,temporary,medium
353591,self_employed,4,secondary,1,rented,medium
53996,unemployed,6,secondary,1,rented,high
45642,unemployed,8,primary,1,rented,high
103319,self_employed,4,secondary,0,permanent,high
46504,employed,4,graduate,1,rented,high
46644,unemployed,8,primary,0,homeless,medium
433582,self_employed,5,graduate,0,permanent,low
39913,retired,9,secondary,1,homeless,high
48761,self_employed,7,none,1,temporary,high
183985,employed,2,graduate,0,permanent,medium
471428,self_employed,4,postgraduate,1,permanent,medium
55221,retired,5,primary,0,temporary,medium
58870,employed,6,secondary,0,permanent,low
25284,informal,4,secondary,0,permanent,high
54671,employed,7,secondary,1,rented,high
48418,unemployed,8,primary,1,homeless,high
436066,self_employed,2,postgraduate,0,permanent,low
104447,employed,7,secondary,0,rented,medium
85643,employed,4,secondary,1,permanent,medium
166930,informal,2,graduate,0,permanent,low
18597,unemployed,4,secondary,0,homeless,medium
22048,employed,8,primary,1,homeless,high
53577,employed,4,graduate,0,temporary,high
36725,self_employed,8,none,1,homeless,high
496830,self_employed,4,graduate,1,permanent,low
285209,employed,5,postgraduate,0,permanent,medium
158513,employed,3,secondary,0,permanent,low
209649,employed,4,secondary,0,rented,low
51816,informal,8,none,1,rented,high
125199,employed,4,secondary,0,rented,medium
115348,employed,4,secondary,0,permanent,medium
41999,unemployed,4,postgraduate,0,homeless,medium
238307,employed,2,postgraduate,0,temporary,low
47723,informal,8,none,0,homeless,medium
104507,employed,7,graduate,1,permanent,medium
9597,retired,7,none,0,homeless,medium
53726,unemployed,10,primary,1,rented,high
126835,informal,4,graduate,0,temporary,low
33229,informal,4,none,1,temporary,high
104235,employed,3,graduate,0,temporary,medium
101146,unemployed,4,secondary,1,temporary,medium
404459,employed,2,postgraduate,0,rented,low
14429,self_employed,7,primary,0,homeless,high
41626,unemployed,7,primary,1,homeless,high
272215,self_employed,2,graduate,1,permanent,low
123327,unemployed,3,graduate,1,homeless,medium
27648,informal,10,secondary,1,homeless,high
268202,unemployed,2,graduate,0,rented,low
144953,self_employed,5,secondary,0,homeless,medium
465440,self_employed,2,postgraduate,0,permanent,medium
236472,employed,4,postgraduate,1,rented,low
95027,employed,5,primary,1,temporary,medium
144712,employed,7,graduate,0,homeless,high
429080,employed,2,graduate,0,permanent,low
9729,self_employed,10,none,1,temporary,high
8212,unemployed,6,primary,0,permanent,medium
35275,unemployed,10,primary,1,rented,high
31626,unemployed,8,secondary,0,temporary,high
32659,unemployed,5,secondary,1,rented,medium
38236,unemployed,9,none,1,temporary,high
47848,informal,3,secondary,0,temporary,high
6411,employed,10,none,0,rented,high
75982,employed,6,postgraduate,1,rented,low
153227,informal,3,postgraduate,0,permanent,low
47590,employed,5,none,0,permanent,low
43909,employed,6,none,1,rented,medium
25205,unemployed,9,secondary,0,homeless,high
57365,self_employed,10,secondary,0,homeless,medium
37316,retired,8,none,0,rented,medium
42663,unemployed,10,primary,1,homeless,low
80075,unemployed,3,graduate,0,permanent,low
93107,employed,7,secondary,1,rented,low
113419,unemployed,6,graduate,0,rented,medium
145225,employed,7,secondary,0,permanent,medium
14700,unemployed,8,primary,1,temporary,high
98506,employed,6,graduate,0,rented,medium
45017,unemployed,4,secondary,1,temporary,medium
42805,informal,8,primary,1,homeless,high
108124,employed,4,graduate,1,permanent,medium
125537,employed,4,graduate,1,rented,low
46082,informal,5,graduate,0,permanent,low
7231,unemployed,7,none,1,homeless,high
138286,unemployed,3,secondary,1,permanent,medium
142791,informal,7,postgraduate,0,rented,high
122566,employed,5,postgraduate,0,rented,medium
27074,informal,9,secondary,1,homeless,medium
59268,unemployed,6,none,0,homeless,high
279024,retired,2,postgraduate,0,rented,low
132638,informal,4,secondary,0,rented,low
134029,informal,5,graduate,1,rented,medium
92832,unemployed,6,postgraduate,1,permanent,low
35453,employed,6,primary,0,homeless,medium
249668,employed,4,secondary,1,permanent,medium
28257,unemployed,7,none,1,rented,high
95060,retired,7,none,0,permanent,low
83735,unemployed,6,graduate,0,temporary,high
49693,employed,7,secondary,0,rented,high
48901,unemployed,8,primary,0,homeless,high
42409,unemployed,6,secondary,0,homeless,medium
139338,self_employed,7,secondary,0,temporary,medium
86197,self_employed,7,primary,1,temporary,low
74451,unemployed,3,none,0,rented,low
237975,employed,4,graduate,0,permanent,medium
220842,employed,2,none,0,permanent,low
115977,employed,4,graduate,1,rented,medium
36566,unemployed,10,secondary,1,temporary,high
90450,employed,6,secondary,1,rented,medium
41275,self_employed,4,postgraduate,0,temporary,low
401704,employed,2,graduate,0,rented,medium
32821,employed,8,primary,1,rented,high
367925,employed,5,secondary,1,permanent,low
71534,informal,7,graduate,0,rented,low
328694,employed,5,graduate,0,permanent,low
24304,unemployed,7,graduate,1,temporary,high
144120,employed,4,graduate,0,rented,medium
38671,unemployed,4,primary,0,rented,high
397155,employed,4,graduate,0,permanent,low
28882,employed,4,primary,1,homeless,high
18730,unemployed,4,secondary,0,temporary,high
30930,employed,5,none,0,temporary,high
50701,informal,9,secondary,0,temporary,low
94375,retired,6,none,0,homeless,medium
98366,employed,4,secondary,0,rented,medium
5373,unemployed,6,secondary,1,temporary,medium
60717,self_employed,4,postgraduate,1,permanent,low
67356,informal,5,secondary,1,permanent,medium
47619,unemployed,4,none,0,temporary,medium
346919,employed,2,none,0,permanent,high
491307,employed,2,postgraduate,0,permanent,low
428800,employed,3,graduate,0,permanent,low
496673,employed,5,graduate,0,rented,medium
83553,employed,5,secondary,0,permanent,high
74201,self_employed,6,graduate,0,rented,medium
482158,self_employed,4,postgraduate,1,permanent,medium
157341,self_employed,4,graduate,1,permanent,high
111042,retired,5,postgraduate,1,permanent,low
92624,employed,7,secondary,1,rented,medium
51981,self_employed,5,graduate,1,homeless,low
104708,self_employed,3,secondary,0,permanent,high
13117,unemployed,9,secondary,1,homeless,high
120926,self_employed,6,primary,0,temporary,medium
55256,employed,3,secondary,0,permanent,medium
33126,informal,6,primary,1,rented,medium
54036,informal,7,primary,1,rented,high
35080,self_employed,6,primary,1,permanent,high
339680,employed,2,postgraduate,0,temporary,low
390244,employed,4,none,0,permanent,low
103333,employed,3,secondary,0,rented,medium
59236,unemployed,10,primary,1,temporary,high
410310,self_employed,2,graduate,0,permanent,medium
69104,employed,6,postgraduate,0,rented,low
53403,employed,3,secondary,0,permanent,medium
141351,employed,7,none,0,temporary,medium
54502,employed,5,primary,0,temporary,high
45020,unemployed,6,graduate,0,temporary,medium
134068,unemployed,6,graduate,0,temporary,medium
28051,self_employed,8,primary,0,permanent,high
51221,employed,8,secondary,1,temporary,medium
491229,employed,2,secondary,0,homeless,medium
58912,self_employed,7,primary,0,permanent,high
42571,employed,5,primary,0,rented,medium
47561,self_employed,7,none,1,rented,high
161479,self_employed,2,postgraduate,0,permanent,medium
20784,self_employed,10,none,1,homeless,medium
9061,unemployed,10,primary,1,permanent,medium
122407,employed,3,secondary,0,rented,high
144438,unemployed,5,secondary,1,temporary,low
41336,self_employed,4,primary,0,rented,high
34848,employed,6,primary,0,rented,medium
46325,self_employed,10,primary,1,homeless,high
79161,employed,7,secondary,0,permanent,medium
15480,informal,8,primary,0,temporary,high
29277,informal,8,primary,1,temporary,high
15289,unemployed,4,primary,1,rented,medium
281155,unemployed,4,secondary,1,permanent,low
432976,employed,2,graduate,0,permanent,medium
101699,employed,2,none,0,permanent,medium
149819,employed,4,secondary,1,temporary,low
116534,employed,4,secondary,1,temporary,medium
29224,unemployed,5,secondary,1,temporary,high
45946,employed,4,secondary,1,temporary,medium
78938,informal,4,graduate,0,rented,medium
304142,employed,3,graduate,0,permanent,low
48108,unemployed,9,none,1,rented,medium
95143,informal,3,secondary,1,rented,low
300002,self_employed,2,graduate,0,permanent,low
225752,retired,2,secondary,0,permanent,low
19550,informal,8,secondary,0,rented,high
270076,unemployed,3,graduate,0,temporary,medium
386402,self_employed,5,graduate,0,temporary,low
7806,informal,7,primary,1,rented,low
37995,unemployed,5,none,1,rented,medium
177192,employed,2,graduate,0,permanent,low
78614,employed,3,graduate,0,temporary,medium
53672,unemployed,7,graduate,1,rented,low
311689,employed,3,graduate,0,rented,low
41477,unemployed,6,postgraduate,0,homeless,high
354984,informal,4,postgraduate,0,permanent,low
106005,self_employed,6,secondary,0,permanent,high
53220,informal,7,graduate,1,permanent,high
9082,informal,6,secondary,0,rented,medium
235517,employed,5,graduate,0,rented,low
379961,employed,4,graduate,0,permanent,low
136499,informal,6,primary,0,temporary,low
95359,informal,6,secondary,0,rented,low
129620,employed,3,secondary,1,temporary,medium
62672,self_employed,5,graduate,1,permanent,high
108928,informal,3,secondary,1,permanent,low
123440,unemployed,6,secondary,0,rented,low
36327,informal,7,none,0,rented,high
72276,employed,3,secondary,0,permanent,medium
47551,self_employed,7,secondary,0,rented,medium
330965,employed,5,graduate,0,permanent,low
30309,unemployed,8,secondary,1,rented,medium
13206,unemployed,6,secondary,1,temporary,high
99561,employed,4,graduate,0,permanent,high
101889,informal,3,secondary,0,permanent,low
38866,unemployed,9,none,0,permanent,high
20505,informal,10,primary,1,homeless,high
28471,informal,6,secondary,1,permanent,high
145548,employed,4,graduate,0,permanent,high
205261,employed,2,postgraduate,1,permanent,low
122168,employed,6,primary,1,temporary,medium
304661,self_employed,2,graduate,0,permanent,low
50955,unemployed,7,primary,0,rented,medium
27270,retired,9,primary,0,rented,high
31223,unemployed,9,none,1,homeless,medium
58887,unemployed,9,primary,1,temporary,medium
106380,self_employed,6,graduate,1,temporary,low
12143,employed,7,primary,1,temporary,medium
34323,unemployed,8,secondary,1,homeless,medium
148867,employed,4,primary,0,temporary,high
14679,retired,7,none,0,temporary,high
49005,employed,5,none,1,homeless,high
17613,unemployed,7,secondary,0,temporary,high
29511,informal,6,primary,1,homeless,high
85005,employed,7,secondary,0,homeless,high
9571,informal,6,primary,1,rented,medium
499874,employed,2,graduate,1,permanent,high
122205,retired,4,graduate,0,rented,medium
219151,employed,3,graduate,0,permanent,low
361560,self_employed,4,postgraduate,0,homeless,low
167884,employed,5,postgraduate,1,permanent,low
367352,employed,4,secondary,0,permanent,low
139047,unemployed,5,graduate,0,permanent,low
72457,unemployed,5,primary,0,temporary,medium
44612,informal,10,primary,1,homeless,high
40231,employed,5,secondary,0,temporary,low
489744,employed,4,postgraduate,0,permanent,low
141001,employed,4,postgraduate,0,rented,medium
55605,unemployed,10,secondary,0,rented,high
78333,employed,6,secondary,1,homeless,low
137311,employed,3,secondary,0,rented,low
25222,informal,4,none,1,temporary,high
112564,informal,4,graduate,1,permanent,medium
43704,employed,7,secondary,1,temporary,medium
48825,unemployed,7,secondary,1,rented,medium
205988,employed,4,graduate,0,rented,low
53412,informal,7,secondary,1,rented,medium
107779,employed,5,secondary,1,temporary,medium
149357,employed,7,graduate,1,permanent,medium
49489,self_employed,8,secondary,1,homeless,high
114540,employed,4,secondary,0,rented,high
284498,employed,4,secondary,1,permanent,low
359066,retired,4,postgraduate,0,permanent,medium
333817,employed,3,secondary,0,permanent,low
30095,self_employed,8,none,1,homeless,high
58677,unemployed,3,graduate,1,temporary,medium
45029,self_employed,6,none,1,rented,medium
129570,self_employed,4,secondary,0,permanent,low
125152,self_employed,4,primary,1,permanent,high
90210,retired,4,secondary,0,rented,low
132919,self_employed,6,secondary,1,permanent,high
107582,informal,6,secondary,0,rented,medium
139569,self_employed,7,secondary,1,temporary,medium
136063,unemployed,5,secondary,1,rented,low
113988,employed,5,secondary,1,homeless,low
63043,informal,4,graduate,0,rented,low
358558,employed,2,postgraduate,0,rented,low
83438,unemployed,6,primary,1,rented,high
12771,self_employed,5,primary,1,rented,low
115897,unemployed,5,graduate,0,permanent,low
145646,employed,6,graduate,1,homeless,medium
22715,unemployed,4,none,0,temporary,medium
29804,informal,7,primary,1,homeless,medium
137786,employed,4,graduate,0,permanent,low
8844,unemployed,7,secondary,1,homeless,medium
20968,unemployed,10,primary,1,homeless,high
36800,informal,10,secondary,0,temporary,medium
59883,self_employed,5,none,1,temporary,medium
186463,employed,2,postgraduate,0,permanent,low
115862,employed,7,graduate,0,permanent,high
8308,employed,4,primary,0,permanent,medium
42760,unemployed,4,primary,1,rented,medium
119794,employed,4,primary,0,permanent,medium
121517,employed,3,secondary,0,permanent,high
44654,self_employed,8,primary,1,homeless,high
35742,informal,8,secondary,1,temporary,medium
121490,employed,7,graduate,0,permanent,high
363308,employed,3,primary,0,temporary,low
26263,unemployed,10,primary,1,temporary,medium
54879,self_employed,5,primary,1,rented,high
300203,employed,2,graduate,0,rented,medium
59543,employed,8,secondary,1,homeless,high
10225,employed,6,primary,0,rented,medium
446377,employed,5,postgraduate,0,permanent,low
47838,self_employed,4,primary,1,temporary,high
112285,unemployed,5,graduate,0,permanent,medium
55461,unemployed,10,secondary,1,rented,high
15204,informal,8,none,1,rented,low
129873,employed,7,graduate,0,permanent,low
126204,self_employed,2,postgraduate,1,permanent,high
323682,self_employed,5,secondary,0,permanent,medium
61389,retired,6,postgraduate,0,rented,high
137522,retired,7,secondary,1,temporary,medium
133282,informal,5,graduate,0,homeless,high
10473,unemployed,9,none,1,temporary,high
97043,employed,4,graduate,1,rented,medium
11589,informal,8,none,1,rented,high
139470,informal,2,secondary,0,rented,low
45813,self_employed,5,secondary,1,rented,high
115661,employed,4,secondary,0,rented,medium
74592,employed,5,secondary,1,temporary,medium
12911,unemployed,10,primary,1,temporary,high
153822,employed,4,none,1,permanent,low
28698,unemployed,10,primary,1,temporary,high
25956,unemployed,9,primary,0,temporary,high
114571,employed,6,graduate,1,permanent,medium
104334,employed,4,secondary,0,rented,low
26369,informal,4,none,1,rented,medium
36185,self_employed,8,primary,1,temporary,high
63553,informal,6,primary,0,rented,medium
106406,retired,4,secondary,0,permanent,medium
171241,employed,3,postgraduate,0,homeless,low
42632,unemployed,5,secondary,0,homeless,medium
212736,self_employed,2,postgraduate,1,rented,low
496948,employed,5,graduate,0,permanent,low
110402,employed,7,primary,1,homeless,medium
110729,self_employed,7,graduate,0,temporary,high
216918,retired,5,postgraduate,0,permanent,medium
47281,informal,10,primary,1,temporary,high
30129,unemployed,5,primary,1,homeless,high
31728,self_employed,9,primary,1,rented,medium
67485,informal,6,primary,1,homeless,high
114750,informal,4,graduate,0,temporary,low
109373,employed,4,graduate,0,temporary,medium
298030,unemployed,3,graduate,0,permanent,low
228695,employed,3,postgraduate,0,permanent,low
94416,self_employed,5,graduate,1,permanent,medium
25912,unemployed,8,secondary,1,homeless,high
387534,self_employed,5,postgraduate,0,permanent,low
77007,informal,4,postgraduate,0,permanent,high
368088,unemployed,4,none,0,permanent,low
57574,self_employed,5,none,1,temporary,medium
104795,retired,6,secondary,0,homeless,low
43491,unemployed,8,primary,1,rented,high
55537,informal,7,secondary,1,homeless,high
74265,employed,7,primary,1,temporary,low
347738,employed,3,graduate,0,permanent,medium
30326,unemployed,9,secondary,1,temporary,high
13711,unemployed,8,primary,1,temporary,high
14211,informal,6,secondary,1,homeless,high
61857,unemployed,4,primary,0,permanent,high
91936,unemployed,7,primary,0,temporary,low
59106,unemployed,8,secondary,0,temporary,high
189075,employed,2,secondary,0,homeless,medium
442189,self_employed,2,postgraduate,0,permanent,low
45378,unemployed,10,graduate,1,temporary,high
37173,unemployed,9,graduate,1,rented,high
96872,informal,4,graduate,1,permanent,high
6784,unemployed,7,graduate,1,temporary,high
59626,informal,7,none,1,temporary,medium
146186,informal,5,primary,0,temporary,medium
47223,self_employed,7,graduate,1,temporary,low
52237,informal,4,secondary,1,permanent,medium
8269,unemployed,7,primary,1,homeless,high
19502,informal,8,primary,1,rented,high
53365,employed,6,secondary,0,rented,medium
12948,unemployed,6,primary,1,temporary,high
294074,self_employed,4,graduate,0,permanent,medium
250771,self_employed,2,secondary,0,permanent,low
16087,unemployed,7,none,0,rented,low
53767,unemployed,8,primary,1,temporary,high
53691,informal,5,primary,1,rented,high
31295,unemployed,7,secondary,1,rented,low
77194,retired,7,graduate,0,permanent,medium
149002,self_employed,6,graduate,0,temporary,high
391351,retired,2,postgraduate,1,permanent,low
36974,unemployed,6,primary,0,temporary,low
345899,employed,5,postgraduate,0,permanent,medium
86547,unemployed,7,none,0,rented,low
476910,informal,4,graduate,1,permanent,low
34430,informal,8,primary,1,temporary,low
114120,informal,4,secondary,0,permanent,medium
78945,employed,4,graduate,0,permanent,high
33042,unemployed,5,primary,1,homeless,high
64668,employed,3,secondary,0,temporary,high
79212,self_employed,6,secondary,1,temporary,high
421943,employed,4,graduate,0,permanent,low
45041,informal,8,secondary,0,homeless,low
384782,employed,5,postgraduate,1,permanent,medium
300680,employed,4,postgraduate,1,homeless,medium
147032,employed,4,secondary,0,permanent,medium
50191,informal,5,secondary,1,homeless,medium
35704,self_employed,8,secondary,0,permanent,high
122397,employed,3,secondary,0,rented,medium
5734,unemployed,9,none,1,permanent,medium
54974,retired,10,none,1,rented,medium
18445,self_employed,10,none,0,homeless,high
356369,employed,2,postgraduate,0,rented,medium
251786,unemployed,5,postgraduate,0,permanent,medium
48541,informal,3,graduate,0,rented,low
44588,informal,6,secondary,1,permanent,low
33606,informal,4,none,0,rented,high
47173,unemployed,4,none,1,temporary,medium
95654,informal,7,postgraduate,1,rented,high
61504,informal,4,secondary,0,temporary,low
46595,informal,8,secondary,0,permanent,medium
54314,self_employed,5,primary,0,temporary,low
125442,self_employed,4,postgraduate,1,permanent,low
124009,informal,6,primary,0,rented,high
56933,unemployed,9,primary,1,permanent,high
48357,unemployed,5,secondary,0,homeless,high
23824,unemployed,6,none,1,temporary,high
94270,unemployed,3,graduate,0,permanent,low
18433,unemployed,8,secondary,1,temporary,high
59055,retired,6,none,1,temporary,low
133665,self_employed,5,graduate,0,permanent,low
135178,unemployed,7,postgraduate,0,rented,high
13164,unemployed,9,primary,1,homeless,high
96828,unemployed,7,none,1,rented,medium
49812,informal,10,none,0,temporary,high
112842,informal,4,secondary,0,permanent,medium
385793,employed,5,postgraduate,0,permanent,low
64901,employed,4,graduate,0,temporary,medium
27240,unemployed,5,primary,1,rented,medium
12336,informal,7,primary,1,rented,medium
50248,retired,8,none,0,temporary,medium
131573,employed,6,graduate,1,temporary,high
18601,informal,5,primary,1,temporary,low
31052,informal,7,primary,0,rented,high
139513,informal,6,primary,0,permanent,low
94216,self_employed,5,secondary,0,permanent,high
94715,employed,3,secondary,0,temporary,medium
47475,informal,9,secondary,1,homeless,medium
196383,self_employed,2,graduate,0,permanent,medium
321115,informal,3,graduate,1,permanent,low
146721,informal,3,postgraduate,0,permanent,low
494498,employed,2,postgraduate,0,permanent,high
90556,employed,3,secondary,1,rented,medium
233862,employed,2,none,1,permanent,low
32513,unemployed,8,secondary,1,permanent,high
124743,retired,6,graduate,0,temporary,low
340748,retired,2,postgraduate,1,permanent,low
123967,unemployed,4,secondary,0,rented,medium
252975,employed,5,graduate,0,permanent,low
132846,employed,4,secondary,1,permanent,low
365919,employed,3,graduate,0,permanent,low
58100,informal,5,none,0,permanent,medium
145469,informal,4,secondary,0,rented,low
45597,self_employed,7,primary,0,temporary,high
91109,employed,3,secondary,1,rented,high
43516,informal,4,none,1,rented,low
93875,employed,4,graduate,0,rented,medium
116226,employed,5,graduate,0,permanent,low
41259,informal,6,secondary,1,temporary,medium
422289,self_employed,5,postgraduate,0,permanent,low
121873,self_employed,3,secondary,1,temporary,medium
408309,employed,4,postgraduate,0,rented,medium
81856,employed,7,secondary,1,rented,low
127334,employed,3,graduate,0,rented,medium
18774,informal,9,none,1,temporary,high
6879,informal,7,none,1,homeless,medium
27470,unemployed,4,secondary,1,homeless,high
29544,unemployed,7,graduate,0,temporary,high
302934,self_employed,5,graduate,0,rented,medium
301591,employed,4,postgraduate,0,temporary,medium
386549,employed,4,graduate,0,permanent,low
111661,informal,3,secondary,1,permanent,high
46905,unemployed,7,none,1,rented,high
57559,informal,4,none,1,homeless,medium
182924,self_employed,3,postgraduate,0,permanent,medium
136781,self_employed,2,postgraduate,0,rented,medium
418063,informal,2,postgraduate,0,permanent,medium
496247,employed,3,postgraduate,0,permanent,low
39529,retired,7,secondary,1,temporary,low
11490,unemployed,7,secondary,1,homeless,medium
444157,self_employed,3,postgraduate,0,permanent,low
68589,employed,7,secondary,0,rented,medium
13662,unemployed,8,primary,0,temporary,high
130144,employed,5,secondary,1,permanent,medium
92911,informal,3,secondary,0,permanent,low
106349,informal,7,secondary,1,permanent,medium
114035,self_employed,5,primary,1,permanent,high
121687,employed,3,graduate,1,permanent,medium
99340,unemployed,5,secondary,1,permanent,medium
26892,unemployed,10,secondary,1,temporary,high
10922,self_employed,5,secondary,1,temporary,high
62064,retired,3,secondary,0,homeless,medium
6219,informal,9,primary,1,rented,medium
43853,unemployed,7,graduate,1,rented,medium
26122,unemployed,7,none,1,homeless,high
454682,self_employed,3,secondary,1,rented,high
93258,employed,6,graduate,1,permanent,medium
19841,self_employed,7,primary,1,temporary,low
57387,employed,6,secondary,1,permanent,high
30985,unemployed,10,primary,1,temporary,high
75261,retired,4,graduate,1,rented,medium
47779,informal,5,primary,1,temporary,high
39802,informal,6,none,0,temporary,high
61351,self_employed,5,secondary,0,temporary,medium
95878,informal,7,primary,1,rented,low
56487,retired,5,none,0,temporary,low
434110,employed,4,postgraduate,0,permanent,low
441654,self_employed,5,graduate,1,homeless,low
226620,employed,4,graduate,1,permanent,medium
22547,unemployed,6,secondary,1,temporary,medium
62970,self_employed,5,primary,0,temporary,high
48257,informal,6,postgraduate,1,rented,medium
21753,informal,7,primary,1,temporary,high
58622,informal,4,primary,1,temporary,low
62744,employed,5,graduate,0,rented,low
62660,informal,7,postgraduate,0,permanent,high
18894,unemployed,10,secondary,1,temporary,medium
165730,self_employed,5,postgraduate,0,permanent,low
54716,unemployed,8,primary,1,homeless,medium
55115,unemployed,4,secondary,0,temporary,medium
29530,informal,8,none,0,temporary,medium
81322,self_employed,6,graduate,0,temporary,medium
124499,employed,3,graduate,1,permanent,medium
33811,unemployed,5,none,0,temporary,high
55057,informal,6,primary,1,temporary,high
49090,unemployed,8,none,1,rented,high
46269,retired,7,secondary,0,rented,medium
44973,employed,5,graduate,1,temporary,high
90904,unemployed,5,graduate,1,permanent,medium
300578,self_employed,4,graduate,0,rented,low
130628,employed,4,graduate,1,rented,high
49698,unemployed,8,secondary,1,permanent,high
377531,retired,2,postgraduate,0,permanent,low
227008,informal,3,primary,1,permanent,low
430910,self_employed,4,graduate,0,permanent,high
78316,employed,6,secondary,0,rented,medium
18710,retired,7,primary,1,rented,high
147811,employed,7,graduate,0,temporary,medium
447608,self_employed,2,graduate,0,permanent,high
77687,employed,3,graduate,1,homeless,medium
199689,informal,2,secondary,0,permanent,low
49699,informal,9,primary,1,homeless,medium
40054,unemployed,4,primary,0,permanent,low
125060,unemployed,6,graduate,1,homeless,low
46852,self_employed,7,secondary,1,rented,low
115122,employed,4,secondary,0,temporary,medium
21250,unemployed,9,none,1,temporary,medium
30313,unemployed,10,secondary,0,temporary,low
131150,self_employed,5,graduate,1,permanent,medium
67629,self_employed,7,secondary,1,temporary,low
31071,informal,5,primary,1,temporary,medium
348615,employed,5,secondary,0,permanent,low
34696,informal,8,primary,0,rented,high
145685,informal,7,graduate,0,rented,low
135212,unemployed,3,secondary,1,rented,medium
128867,employed,5,secondary,0,rented,medium
19763,self_employed,5,primary,1,rented,medium
246541,self_employed,2,postgraduate,0,permanent,low
149888,informal,6,secondary,0,rented,medium
7816,informal,6,primary,0,temporary,high
58597,informal,4,none,1,temporary,high
345687,employed,4,graduate,0,permanent,low
472989,employed,5,graduate,0,permanent,low
432742,employed,3,postgraduate,0,permanent,low
303575,retired,3,postgraduate,0,rented,low
73847,informal,3,secondary,1,rented,low
15896,self_employed,8,primary,1,homeless,high
457259,self_employed,5,postgraduate,0,permanent,low
107702,unemployed,7,secondary,0,homeless,medium
94469,self_employed,4,postgraduate,0,permanent,low
148543,informal,3,primary,0,temporary,medium
124512,employed,6,none,1,temporary,medium
44772,self_employed,7,secondary,1,rented,high
16298,unemployed,7,none,1,homeless,medium
103227,self_employed,4,graduate,0,temporary,medium
69432,informal,4,graduate,1,temporary,medium
120613,employed,3,graduate,1,rented,medium
151168,informal,5,postgraduate,0,permanent,medium
103919,self_employed,4,secondary,0,temporary,high
124206,informal,5,graduate,1,temporary,low
78169,unemployed,4,postgraduate,1,rented,medium
109074,employed,2,graduate,0,permanent,high
201194,unemployed,2,graduate,0,permanent,medium
58456,informal,7,primary,1,temporary,low
98055,informal,4,secondary,0,homeless,medium
100786,employed,3,graduate,0,permanent,high
105506,employed,7,graduate,0,permanent,medium
43169,informal,4,graduate,0,permanent,high
45310,informal,5,secondary,1,permanent,medium
217044,employed,3,graduate,0,permanent,low
100943,employed,6,secondary,0,rented,medium
489171,employed,5,graduate,0,rented,medium
120066,employed,5,postgraduate,0,rented,high
100473,unemployed,5,graduate,0,rented,medium
43822,informal,5,primary,0,rented,medium
132959,informal,3,secondary,0,permanent,medium
40758,informal,4,primary,1,rented,medium
44757,unemployed,5,secondary,1,temporary,high
59139,retired,10,secondary,0,homeless,medium
230190,employed,5,graduate,1,permanent,medium
11763,informal,8,secondary,0,temporary,medium
69148,informal,3,graduate,1,permanent,medium
264302,employed,4,graduate,1,temporary,high
49631,unemployed,6,none,1,homeless,medium
84315,employed,7,primary,0,rented,medium
73083,unemployed,7,primary,0,rented,low
412004,self_employed,3,graduate,0,permanent,low
140118,employed,7,graduate,0,rented,high
82198,unemployed,6,graduate,0,homeless,medium
224781,employed,5,graduate,0,permanent,low
87848,informal,3,graduate,0,permanent,medium
50809,unemployed,4,primary,0,rented,high
108667,informal,4,graduate,1,rented,high
199946,unemployed,2,secondary,1,permanent,low
62289,self_employed,4,postgraduate,0,permanent,medium
29004,unemployed,6,none,1,homeless,low
5170,self_employed,9,none,1,temporary,medium
464136,informal,3,postgraduate,0,permanent,low
43256,unemployed,7,primary,1,homeless,medium
125853,employed,5,secondary,0,rented,low
71425,employed,7,secondary,0,homeless,low
74412,employed,4,graduate,1,temporary,medium
43505,employed,7,secondary,0,rented,high
75635,informal,7,graduate,0,rented,medium
419669,employed,5,graduate,0,permanent,low
44046,self_employed,8,secondary,1,temporary,high
40481,unemployed,4,secondary,1,temporary,medium
84195,self_employed,5,secondary,0,rented,high
16423,employed,8,none,1,temporary,medium
358604,self_employed,2,postgraduate,0,permanent,medium
142117,employed,5,graduate,0,rented,low
26070,informal,9,none,0,temporary,medium
88969,self_employed,6,secondary,1,permanent,medium
41738,unemployed,5,graduate,0,temporary,high
243234,self_employed,4,postgraduate,1,permanent,low
13874,retired,6,primary,1,temporary,medium
261619,self_employed,5,secondary,1,rented,low
